Idpt	xcoord	ycoord
1608	786870.676191773	9920571.97215981
1609	786875.669953467	9920572.2218479
1610	786880.663715161	9920572.47153598
1611	786885.657476856	9920572.72122407
1612	786890.65123855	9920572.97091215
1613	786895.645000245	9920573.22060024
1614	786900.638761939	9920573.47028832
1615	786905.632523634	9920573.71997641
1616	786910.626285328	9920573.96966449
1617	786915.620047022	9920574.21935258
1618	786920.613808717	9920574.46904066
1619	786925.607570411	9920574.71872875
1620	786930.601332105	9920574.96841683
1621	786935.5950938	9920575.21810492
1622	786940.588855494	9920575.467793
1623	786945.582617189	9920575.71748109
1624	786950.576378883	9920575.96716917
1625	786955.570140577	9920576.21685725
1626	786960.563902272	9920576.46654534
1627	786965.557663966	9920576.71623342
1628	786970.551425661	9920576.96592151
1629	786975.545187355	9920577.21560959
1630	786980.538949049	9920577.46529768
1631	786985.532710744	9920577.71498576
1632	786990.526472438	9920577.96467385
1633	786995.520234133	9920578.21436193
1634	787000.513995827	9920578.46405002
1635	787005.507757521	9920578.7137381
1636	787010.501519216	9920578.96342619
1637	787015.49528091	9920579.21311427
1638	787020.489042604	9920579.46280236
1639	787025.482804299	9920579.71249044
1640	787030.476565993	9920579.96217853
1641	787035.470327688	9920580.21186661
1642	787040.464089382	9920580.46155469
1643	787045.457851076	9920580.71124278
1644	787050.451612771	9920580.96093087
1645	787055.445374465	9920581.21061895
1646	787060.43913616	9920581.46030703
1647	787065.432897854	9920581.70999512
1648	787070.426659548	9920581.9596832
1649	787075.420421243	9920582.20937129
1650	787080.414182937	9920582.45905937
1651	787085.407944632	9920582.70874746
1652	787090.401706326	9920582.95843554
1653	787095.39546802	9920583.20812363
1654	787100.389229715	9920583.45781171
1655	787105.382991409	9920583.7074998
1656	787110.376753103	9920583.95718788
1657	787115.370514798	9920584.20687596
1658	787120.364276492	9920584.45656405
1659	787125.358038187	9920584.70625214
1660	787130.351799881	9920584.95594022
1661	787135.345561575	9920585.2056283
1662	787140.33932327	9920585.45531639
1663	787145.333084964	9920585.70500447
1664	787150.326846659	9920585.95469256
1665	787155.320608353	9920586.20438064
1666	787160.314370047	9920586.45406873
1667	787165.308131742	9920586.70375681
1668	787170.301893436	9920586.9534449
1669	787175.295655131	9920587.20313298
1670	787180.289416825	9920587.45282107
1671	787185.283178519	9920587.70250915
1672	787190.276940214	9920587.95219724
1673	787195.270701908	9920588.20188532
1674	787200.264463602	9920588.45157341
1675	787205.258225297	9920588.70126149
1676	787210.251986991	9920588.95094958
1677	787215.245748686	9920589.20063766
1678	787220.23951038	9920589.45032574
1679	787225.233272074	9920589.70001383
1680	787230.227033769	9920589.94970191
1681	787235.220795463	9920590.19939
1682	787240.214557158	9920590.44907808
1683	787245.208318852	9920590.69876617
1684	787250.202080546	9920590.94845425
1685	787255.195842241	9920591.19814234
1686	787260.189603935	9920591.44783042
1687	787265.18336563	9920591.69751851
1688	787270.177127324	9920591.94720659
1689	787275.170889018	9920592.19689468
1690	787280.164650713	9920592.44658276
1691	787285.143523903	9920592.8812651
1692	787290.112942576	9920593.43342273
1693	787295.08236125	9920593.98558036
1694	787300.051779923	9920594.53773799
1695	787305.021198596	9920595.08989562
1696	787309.99061727	9920595.64205325
1697	787314.960035943	9920596.19421088
1698	787319.929454617	9920596.74636851
1699	787324.89887329	9920597.29852615
1700	787329.868291963	9920597.85068377
1701	787334.837710637	9920598.40284141
1702	787339.80712931	9920598.95499904
1703	787344.776547983	9920599.50715667
1704	787349.745966657	9920600.0593143
1705	787354.71538533	9920600.61147193
1706	787359.684804004	9920601.16362956
1707	787364.654222677	9920601.71578719
1708	787369.62364135	9920602.26794482
1709	787374.593060024	9920602.82010245
1710	787379.562478697	9920603.37226008
1711	787384.53189737	9920603.92441771
1712	787389.501316044	9920604.47657534
1713	787394.470734717	9920605.02873297
1714	787399.440153391	9920605.5808906
1715	787404.409572064	9920606.13304823
1716	787409.378990737	9920606.68520586
1717	787414.348409411	9920607.23736349
1718	787419.317828084	9920607.78952112
1719	787424.287246757	9920608.34167875
1720	787429.256665431	9920608.89383638
1721	787434.226084104	9920609.44599401
1722	787439.195502777	9920609.99815164
1723	787444.164921451	9920610.55030927
1724	787449.134340124	9920611.10246691
1725	787454.103758798	9920611.65462453
1726	787459.073177471	9920612.20678217
1727	787464.042596144	9920612.7589398
1728	787469.012014818	9920613.31109743
1729	787473.981433491	9920613.86325506
1730	787478.950852164	9920614.41541269
1731	787483.920270838	9920614.96757032
1732	787488.889689511	9920615.51972795
1733	787493.859108184	9920616.07188558
1734	787498.828526858	9920616.62404321
1735	787503.797945531	9920617.17620084
1736	787508.767364205	9920617.72835847
1737	787513.736782878	9920618.2805161
1738	787518.706201551	9920618.83267373
1739	787523.675620225	9920619.38483136
1740	787528.645038898	9920619.93698899
1741	787533.614457571	9920620.48914662
1742	787538.583876245	9920621.04130425
1743	787543.553294918	9920621.59346188
1744	787548.522713591	9920622.14561951
1745	787553.492132265	9920622.69777714
1746	787558.461550938	9920623.24993477
1747	787563.430969612	9920623.8020924
1748	787568.400388285	9920624.35425003
1749	787573.369806958	9920624.90640766
1750	787578.339225632	9920625.45856529
1751	787583.308644305	9920626.01072293
1752	787588.278062978	9920626.56288056
1753	787593.247481652	9920627.11503819
1754	787598.216900325	9920627.66719582
1755	787603.186318998	9920628.21935345
1756	787608.155737672	9920628.77151108
1757	787613.125156345	9920629.32366871
1758	787618.094575019	9920629.87582634
1759	787623.063993692	9920630.42798397
1760	787628.033412365	9920630.9801416
1761	787633.002831039	9920631.53229923
1762	787637.972249712	9920632.08445686
1763	787642.941668385	9920632.63661449
1764	787647.911087059	9920633.18877212
1765	787652.880505732	9920633.74092975
1766	787657.849924405	9920634.29308738
1767	787662.819343079	9920634.84524501
1768	787667.788761752	9920635.39740264
1769	787672.758180426	9920635.94956027
1770	787677.727599099	9920636.5017179
1771	787682.697017772	9920637.05387553
1772	787687.666436446	9920637.60603316
1773	787692.635855119	9920638.15819079
1774	787697.605273792	9920638.71034842
1775	787702.574692466	9920639.26250605
